"[8.250962257385254, 8.685369491577148, -3.3177945613861084, -15.673823356628418]"
"[-2.208545684814453, -2.0413050651550293, 3.336916446685791, 1.9079045057296753]"
"[-1.4477849006652832, -1.3097409009933472, 6.5034613609313965, 5.461933135986328]"
"[-1.502685546875, -1.3847990036010742, 2.588362693786621, 0.9209262132644653]"
"[-1.6061267852783203, -1.497595191001892, 2.003915548324585, 1.8870913982391357]"
"[5.122230052947998, 5.309030055999756, -2.95565128326416, -16.161758422851562]"
"[-2.6073405742645264, -2.389381170272827, 6.1384992599487305, 0.549582839012146]"
"[-1.764678955078125, -1.623518943786621, 4.9596099853515625, 3.1739118099212646]"
"[-1.75333833694458, -1.6115578413009644, 5.459297180175781, 3.3539161682128906]"
"[-1.6829313039779663, -1.549619436264038, 3.2685794830322266, 1.4755481481552124]"
"[-1.3481419086456299, -1.2731627225875854, 1.6345016956329346, 0.38681361079216003]"
"[-1.566476583480835, -1.4340693950653076, 2.988041639328003, 0.7226985692977905]"
"[-1.687598705291748, -1.550118327140808, 3.7827231884002686, 1.3132438659667969]"
"[-1.7620415687561035, -1.624139666557312, 5.343271255493164, 2.7842612266540527]"
"[-1.7077373266220093, -1.568830966949463, 3.9284141063690186, 1.3527476787567139]"
"[-1.6963088512420654, -1.5486916303634644, 3.416754722595215, 0.6487658023834229]"
"[-1.2188047170639038, -1.1536778211593628, 1.4581668376922607, -0.20388612151145935]"
"[-1.0109137296676636, -0.9800226092338562, 0.8389050960540771, -0.40009087324142456]"
"[-1.7992972135543823, -1.651167869567871, 3.7609829902648926, 1.0918431282043457]"
"[-1.9504857063293457, -1.800118327140808, 5.940936088562012, 3.0048511028289795]"
"[-1.7356443405151367, -1.5927693843841553, 4.613171577453613, 1.516117811203003]"
"[2.9785819053649902, 3.0429770946502686, -3.156432628631592, -15.34089469909668]"
"[-0.9304471015930176, -0.8731063604354858, 1.6032098531723022, 1.3777682781219482]"
"[-1.1744800806045532, -1.0390397310256958, 4.042930603027344, 3.2779431343078613]"
"[-1.7107329368591309, -1.556260585784912, 7.175629615783691, 4.134512901306152]"
"[-1.2273826599121094, -1.0710057020187378, 3.7984511852264404, 3.8998680114746094]"
"[-1.0551917552947998, -0.9463748931884766, 2.417802095413208, 2.353135585784912]"
"[6.908186912536621, 7.381843090057373, -3.426471710205078, -16.29159164428711]"
"[-1.2461214065551758, -1.1392676830291748, 9.644518852233887, 4.779940128326416]"
"[-0.3033766746520996, -0.22805897891521454, 7.566647529602051, 3.6036453247070312]"
"[-0.14709238708019257, -0.12198615074157715, 2.470195770263672, -0.441255658864975]"
"[1.8256858587265015, 2.129450798034668, -3.2637290954589844, -16.54665756225586]"
"[-2.1621499061584473, -1.9654829502105713, 4.808545112609863, -0.28785961866378784]"
"[-1.7037200927734375, -1.543039083480835, 12.836240768432617, 4.675036430358887]"
"[-2.0202536582946777, -1.8145661354064941, 8.821770668029785, 1.1869491338729858]"
"[-2.1276581287384033, -1.9321755170822144, 11.507530212402344, 2.582990884780884]"
"[-1.8216546773910522, -1.6530723571777344, 13.918800354003906, 4.638761043548584]"
"[-2.2158894538879395, -2.010288715362549, 12.227469444274902, 2.3613696098327637]"
"[-2.127182722091675, -1.923297643661499, 10.73145866394043, 2.100947618484497]"
"[-1.7776745557785034, -1.6000218391418457, 8.430285453796387, 2.2823281288146973]"
"[-2.080305576324463, -1.925567865371704, 5.714810848236084, 3.830763578414917]"
"[-2.1770753860473633, -2.0220837593078613, 5.241716384887695, 3.016761302947998]"
"[-2.16498064994812, -2.000643730163574, 4.77006721496582, 2.0592353343963623]"
"[-1.93679940700531, -1.771615982055664, 5.781577110290527, 4.460865020751953]"
"[-1.6679919958114624, -1.5017884969711304, 8.080619812011719, 2.567003011703491]"
"[-1.7725088596343994, -1.580735683441162, 7.004908561706543, 0.595030665397644]"
"[4.984407424926758, 5.175448417663574, -3.1170032024383545, -16.14040756225586]"
"[-2.1762590408325195, -1.976009726524353, 5.065820693969727, -0.5530161261558533]"
"[-2.096536159515381, -1.9031610488891602, 5.168473720550537, 0.057027481496334076]"
"[-2.201509475708008, -1.9959863424301147, 6.22946834564209, 0.145145982503891]"
"[-2.0722665786743164, -1.8851674795150757, 4.14095401763916, -0.07448408007621765]"
"[-1.7887972593307495, -1.6235746145248413, 3.0988948345184326, -0.1425250619649887]"
"[-1.822104811668396, -1.6439039707183838, 3.898141384124756, -1.3037123680114746]"
"[-2.3788440227508545, -2.1615262031555176, 7.399837493896484, -0.41411542892456055]"
"[-2.357985734939575, -2.142911911010742, 7.257744789123535, -0.5589405298233032]"
"[-2.3124027252197266, -2.1016407012939453, 6.555795669555664, -0.11967580020427704]"
"[-1.7384799718856812, -1.5662035942077637, 3.3253397941589355, -1.144327163696289]"
"[-1.5688217878341675, -1.4051635265350342, 3.3101983070373535, -1.283530592918396]"
"[-1.4577479362487793, -1.3605303764343262, 1.3957140445709229, 0.40780553221702576]"
"[-1.2675864696502686, -1.2026731967926025, 0.5879251956939697, 0.15125560760498047]"
"[-1.9281399250030518, -1.7765045166015625, 2.6160502433776855, 1.9771651029586792]"
"[-1.6073837280273438, -1.4905623197555542, 1.6221771240234375, 1.0000026226043701]"
"[-1.4486775398254395, -1.355196475982666, 0.9559335112571716, 0.6985452175140381]"
"[-1.7503002882003784, -1.5961812734603882, 2.663867950439453, 1.7459027767181396]"
"[-1.9770917892456055, -1.7954773902893066, 3.6336963176727295, -0.32406437397003174]"
"[-2.0203845500946045, -1.8373830318450928, 4.133670806884766, -0.08256469666957855]"
"[-2.006533622741699, -1.8449857234954834, 2.895214080810547, 2.154862403869629]"
"[-1.8222405910491943, -1.6793956756591797, 2.260711431503296, 1.273706078529358]"
"[-2.3204586505889893, -2.142134189605713, 3.789896011352539, 2.459813117980957]"
"[-2.4108054637908936, -2.2071356773376465, 5.875959396362305, 0.7561959624290466]"
"[-2.349900007247925, -2.161245822906494, 10.484674453735352, 2.9372425079345703]"
"[-2.486628770828247, -2.293052911758423, 10.23173999786377, 2.782764434814453]"
"[-2.5670650005340576, -2.3476033210754395, 7.367693901062012, 0.23258066177368164]"
"[-2.55165958404541, -2.343111515045166, 9.469653129577637, 1.7841895818710327]"
"[-2.5210368633270264, -2.311936378479004, 7.493100166320801, 1.462662696838379]"
"[-2.347743034362793, -2.141727924346924, 6.362829208374023, 0.7401975393295288]"
"[-2.531393527984619, -2.3239245414733887, 9.538839340209961, 1.8214740753173828]"
"[-2.5666542053222656, -2.3473260402679443, 7.933884620666504, 0.29547953605651855]"
"[-2.4210262298583984, -2.2448503971099854, 5.345335006713867, 3.6985957622528076]"
"[-2.005589246749878, -1.8806114196777344, 17.04041290283203, 8.24126148223877]"
"[-1.9266160726547241, -1.8415508270263672, 17.72089958190918, 6.638461589813232]"
"[5.198510646820068, 5.28748083114624, -3.327378034591675, -15.368692398071289]"
"[-1.4410655498504639, -1.3098530769348145, 4.45857048034668, 2.841978073120117]"
"[-2.0142858028411865, -1.8318898677825928, 12.080968856811523, 5.98880672454834]"
"[-1.871350646018982, -1.7984771728515625, 18.362119674682617, 7.612187385559082]"
"[-2.088238477706909, -1.9916337728500366, 17.045398712158203, 6.350172996520996]"
"[-2.0728912353515625, -1.9796333312988281, 16.010929107666016, 4.364903450012207]"
"[-2.0750861167907715, -1.9610939025878906, 16.475282669067383, 5.932957649230957]"
"[-2.138019561767578, -2.0102691650390625, 15.455252647399902, 4.592082977294922]"
"[-1.9529985189437866, -1.8613593578338623, 17.292869567871094, 6.613958358764648]"
"[-2.0015628337860107, -1.9028823375701904, 16.147315979003906, 4.814826965332031]"
"[-2.04793643951416, -1.9378843307495117, 15.678764343261719, 3.9805917739868164]"
"[2.7008304595947266, 2.7301788330078125, -3.0208775997161865, -14.818464279174805]"
"[-1.5660347938537598, -1.4203779697418213, 5.889712333679199, 4.308846473693848]"
"[-1.7654036283493042, -1.610898494720459, 9.034079551696777, 4.879804611206055]"
"[-1.7520049810409546, -1.5958160161972046, 8.365148544311523, 4.211503028869629]"
"[-1.3297150135040283, -1.212217092514038, 4.505923271179199, 2.051943778991699]"
"[-1.5251402854919434, -1.3823641538619995, 6.313634395599365, 2.910585403442383]"
"[-1.549497127532959, -1.4067187309265137, 6.154557704925537, 2.674478054046631]"
"[-1.4874929189682007, -1.343389868736267, 6.57480001449585, 4.27103328704834]"
"[-2.0028645992279053, -1.7985481023788452, 13.511907577514648, 6.828151702880859]"
"[-2.064511775970459, -1.894169569015503, 15.083735466003418, 5.931182861328125]"
"[6.519673824310303, 6.686763763427734, -3.3069121837615967, -15.298629760742188]"
"[-1.2669990062713623, -1.1440730094909668, 3.837892532348633, 2.476707935333252]"
"[-1.1006064414978027, -0.9429342150688171, 3.844499111175537, 4.048593044281006]"
"[3.621751308441162, 3.660090923309326, -3.2022054195404053, -14.831785202026367]"
"[-1.2296570539474487, -1.1051054000854492, 4.772984027862549, 3.0096452236175537]"
"[-0.9814425706863403, -0.8387636542320251, 3.340336561203003, 3.1890201568603516]"
"[3.603959560394287, 3.627060651779175, -3.120359420776367, -14.759954452514648]"
"[-1.134765386581421, -1.0296334028244019, 3.7007713317871094, 1.9843251705169678]"
"[-1.21684730052948, -1.0839060544967651, 8.530226707458496, 4.316916465759277]"
"[-1.1820801496505737, -1.0584661960601807, 6.152955532073975, 2.3921127319335938]"
"[-1.6281802654266357, -1.4693301916122437, 13.118952751159668, 5.108073711395264]"
"[-1.7877793312072754, -1.609311580657959, 10.735057830810547, 2.596646785736084]"
